parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec,
k3[20],-3.813002626,1.5593105886269498,0.9023900845096007,5.152106664,12.739052214515215,1.1681407540478934,0.008758467,-3.81
k3[21],-3.61229387,1.946033822658197,1.1782222199031382,3.6926670380712343,12.739052214515215,1.236804966073286,0.006277452,-3.61
k4[1],-28.74179539,12.74463079612682,4.920217988119144,7.8958782386360475,12.739052214515223,2.1312621762061728,0.013422817166776395,-28.74
k4[2],-27.45216565,10.473904483838266,4.258022233108848,7.9014067355084014,12.804298063153915,2.131262176206173,0.013432215488341384,-27.45
k4[3],-26.29284899,8.507960160419834,4.184078189,9.950836954288363,12.870215694308722,1.724860652701836,0.016916201220054234,-26.29
k4[4],-26.4870339,7.350951550228028,4.002955908124911,9.121946737529836,12.936815536851432,1.4512775186585147,0.015507106,-26.49
k4[5],-26.53202233,6.035297294837671,3.6998846144507542,1.6808659017962548,12.936815536851432,1.791786414073903,0.002857435,-26.53
k4[6],-26.67737334,4.917879397248698,3.697352686092862,1.406380602,12.870215694308722,2.1312621762061728,0.002390816,-26.68
k4[7],-27.15307709,3.9705519680193797,3.294432090366383,1.4203176916194242,25.995246583481897,2.131262176206173,0.002414508,-27.15
k4[8],-27.37567312,3.1593738430713136,2.786719893223161,1.420992529363632,21.024628850939678,2.131262176206173,0.002415656,-27.38
k4[9],-27.86206769,2.628081072861342,2.3440494014414086,1.4515790892794156,21.024628850939674,2.1282887452484065,0.002467652,-27.86
k4[10],-28.38665871,2.3075556511622346,1.8946572515393258,1.4561135886488845,21.024628850939674,2.1312621762061723,0.002475361,-28.39
k4[11],-28.37779771,2.2826281129047263,0.9754146321110869,8.492721733993776,14.564780577121967,2.115803874139161,0.014437438,-28.38
k4[12],-28.80990884,2.8263667797824668,0.9703307572155938,8.354516231874378,12.870215694308712,2.131262176206173,0.014202491541547247,-28.81
k4[13],-29.32979995,3.6379660444155766,1.2681188972024042,8.270038772045815,13.280428442883311,2.1366498552266737,0.014058881741127075,-29.33
k4[14],-29.99692009,4.373580926184046,1.6599654397679677,7.710159422623462,14.736487543156823,2.1312621762061728,0.013107099315458852,-30.00
k4[15],-30.95767527,5.068631264028035,2.1403535053480875,6.578838432833506,12.804298063153908,2.0792215411067207,0.011183878827004326,-30.96
k4[16],-32.49344938,5.626016741982402,2.9710328559802965,6.4243223092007415,13.48094509678768,1.4014576419070144,0.010921204857857622,-32.49
k4[17],-33.61339962,6.4080278869388545,3.942998490261966,2.7702225480076637,12.87021569430871,1.488419524726324,0.004709317,-33.61
k4[18],-34.98581307,7.126946344378218,4.838144081776258,1.7252072655945014,12.739052214515215,1.7734612086953734,0.002932814,-34.99
k4[19],-37.25719141,7.716952806829058,5.863636862731195,1.4044278100222916,12.804298063153908,2.1312621762061728,0.002387496,-37.26
k4[20],-38.59618628,8.572258286322255,6.642569812043445,1.4074473447066231,21.024628850939674,2.131262176206173,0.002392629,-38.60
k4[21],-41.63071868,9.023710223258592,7.524340576093713,1.4143641419129578,13.072104662206135,2.1312621762061728,0.002404388,-41.63
kf1[1],-50.04125597,0.3230874992573055,0.24244132092317383,1.7340773290791989,22.49935716122392,1.659259446575878,0.002947893,-50.04
kf1[2],-55.08733773,0.18754356113856313,0.064289362,12.600580276379809,30.62040693895916,1.0309210182824362,0.021420705858598926,-55.09
kf1[3],-59.34806102,0.30820920033813337,0.22279555135610235,2.1059723417164817,30.62040693895916,1.4834897030390906,0.003580106,-59.35
kf1[4],-63.14808478,0.21590221619251582,0.18100876368716343,1.6087638193805327,24.358235071881655,1.7823413320666124,0.002734863,-63.15
kf1[5],-68.66994697,0.30107388022117243,0.20762683220619407,1.7638357513004772,21.02462885093967,1.6397705651669852,0.002998481,-68.67
kf1[6],-73.00553468,0.29604263864718816,0.14432189098881215,6.777372070794864,21.024628850939674,1.8316586739078125,0.011521381590252436,-73.01
kf1[7],-76.87201193,0.2925292109375041,0.24909990045867839,1.4652099798773095,30.62040693895916,2.0464815833665524,0.002490824,-76.87
kf1[8],-81.32174011,0.2628745410668033,0.17546276005380218,2.7715217361877698,21.024628850939678,1.2960553324690827,0.004711525,-81.32
kf1[9],-85.53942413,0.39429090435228653,0.3260221002665906,1.4255796882204101,21.024628850939678,2.1164802674908874,0.002423454,-85.54
kf1[10],-90.2844978,0.5963014984306576,0.3976685544756795,5.480465819768194,29.273981557737255,1.211250644998869,0.00931667,-90.28
kf1[11],-94.80897084,0.2420688210123998,0.1769725966796389,2.580379985847881,43.61914257228313,1.8517584192671126,0.004386589,-94.81
kf1[12],-98.33031014,0.6416825239161126,0.5665773618186957,1.415146805280238,25.995246583481897,2.119423386874895,0.002405718,-98.33
kf1[13],-103.96535,0.27185905841583285,0.099901038,8.357241486413058,12.739052214515223,1.0283572392512712,0.014207124,-103.97
kf1[14],-108.2615207,0.2651542139476725,0.20755466773871561,1.7593731950953144,34.36284709141597,1.6361500608815154,0.002990895,-108.26
kf1[15],-113.3327157,0.4259453645625716,0.34811600729178194,1.4616538190047743,12.73905221451524,2.004356305343101,0.002484779,-113.33
kf2[1],-5.317409608,0.36481094993573704,0.16140884508853695,6.051472984901752,31.089003375377573,1.1225707288244342,0.010287369309795019,-5.32
